Taluka,College Name,Name Data
Hatkanangle,KASARWADI HIGHSCHOOL KASARWADI,
Murbad,"ADARSH VIDYALAY AND Shri.LALIT L. SHAH RCG Jr.College,TULAI",
Shirur,R.M.DHARIWAL VIDYA NIKETAN PRSHALA KONDHAPURI,
Mawal,ADARSH VIDYA. MADHYAMIK,
Mawal,DR. ANNASAHEB CHOBHE HIGH SCHOOL,
Nagpur (Urban),BHAUSAHEB SURVE VDY,
Nagpur (Urban),JAMDAR HIGH SCH,
Nagpur (Urban),PANDIT BACHHARAJ VYAS MDY SCH JR,
Nagpur (Urban),RASHTRIYA VIDYALAYA MDY SCHOOL,
Nagpur (Urban),SHRI GAJANAN VIDYALAYA  KANISTHA  MAHAVIDYALAYA,
Nagpur (Urban),SHRI NIKETAN MADHYAMIK  VIDYALAYA,
Nagpur (Urban),SIDDHESHWAR VIDYALAYA MANEWADA ROAD,
Nagpur (Urban),VIJAY NIMBALKAR HIGH SCHOOL,
Ajra,RAJABHAU KESARKAR  HS NINGUDAGE,
Hatkanangle,MAYUR GIRLS HIGHSCHOOL,
Nashik,S.K.PANDE SEC VIDYA & JU. COLLEGE  CHEHEDI,
Kagal,SHRI SHAHU HIGH-SCHOOL JR COLL,
Bhiwandi,J.H.Poddar High School Hin & Guj. Secd.Sec. BHAYANDAR,
Bhiwandi,OUR LADY OF NAZARETH HIGH SCHOOL AND JUNIOR COLLEGE,
Bhiwandi,OUR LADY OF VAILANKANNI HIGH SCHOOL AND JR. COLLEGE,
Bhiwandi,RAM RATNA VIDYA MANDIR,
Bhiwandi,REENA MEHTA HIGH SCHOOL & JUNIOR COLLEGE,
Bhiwandi,"ST.J.S.H.S.,UTTAN",
Rajapur,"ADARSH VIDYA  MANDIR, WATUL",
Rajapur,NUTAN VIDYAMANDIR ONI,
Kagal,DADASAHEB MAGDUM HIGHSCHOOL,
Kagal,J.NAVODAY VIDYALAY SANGAON,
Kagal,LAXMIBAI PATIL GIRLS HIGH SCHO,
Kagal,SHRIMANT JAYSINGRAO GHATAGE HIGHSCHOOL KAGAL,
Jat,SHARANGURUJI  HIGH SCH. BELONDGI,
Walwa,K.B.P.MADH.VIDYALAYA,
Miraj,NAVMAHARASHTRA H-SCH.-KUP,
Miraj,"NEW HIGH SCHOOL YASHWANTNAGAR, SANGLI.",
Miraj,"SHANTINIKETAN V.MANDIR, SANGL",
Hatkanangle,M.G.Shaha Vidyamandir and Jr. College Bahubali,
Hatkanangle,NEW ENGLISH SCHOOL KUMBHOJ,
Salekasa,GRAM VIKAS VIDYALAY TIRKHEDI,
Salekasa,NARAYANBHAU B. HIGH SCHOOL,
Ashti,ADBANGINATH VIDYALAYA KARKHEL KHURD,
Ashti,"SHRI. SANT KAIKADI MAHARAJ SECONDARY AND HIGHER SECONDARY SCHOOL WAGHLUJ, TAL. ASHTI, DIST. BEED",
Kurkheda,KUTHE PATIL HIGHSCHOOL AND JR COLLEGE GOTHANGAON,
Ambad,ADBHANGNATH MADHYAMIC VIDYALAY BHAMBERI,
Yawal,A.D.CHAUDHARY VIDYALAY DO.KATHORE,
Yawal,JYOTI VIDYA MANDIR  SANGAVI BK.,
Amravati,LATE BABASAHEB VARHADE GIRLS HIGH SCHOOL WALGAON,
Amravati,S L HIGH SCHOOL WALGAON,
Kamptee,"M.N.M. URDU H.S.& JUNI. COLL. OF ARTS, YERKHEDA KAMPTEE DIST NAGPUR",
Barshi,"AD.DILIPRAO SOPAL VIDYALAY AND JUNIOR COLLEGE, SURDI",
Barshi,"SHRI. HANUMAN VIDYAMANDIR, KAVHE",
Chimur,ADERSHA JANATA V. BHISI,
Chimur,MAHATMA GANDHI V. BHIS,
Bid,BALWANTRAO KADAM HS YALAMGHAT,
Ambejogai,SHANKAR HIGH SCHOOL GHATNANDUR,
Ambejogai,SOMESHWAR HIGH SCHOOL,
Chandurbazar,PANCHSHILMADHYAMIK AND UCCHA MADHYAMIK ADIWASI ASHRAMSHALA- NO 2,
Chandurbazar,Shri Shankarrao Vidyalaya,
Chandurbazar,"URDU HIGH SCHOOL, KARAJGAON",
Sangole,NEW ENGLISH SCHOOL  JR COLLEGE  SANGOLA,
Sangole,SANGOLAVIDHYAMANDIR&J.COLLLEGE,
Sangole,D.B.K SAMBHAJIRAO SHENDE VIDYALAYA MEDSHINGI,
Akole,ADHALA H. SCHOOL DEVTHAN,
Radhanagari,S Y P M VIDHYALAY SOLANKUR,
Ardhapur,MINAKSHI DESHMUKH H.S. ARDHAPUR,
Ardhapur,NIRMAL VIDHYALAYA  PRIMARY TO HIGHER SECONDARY,
Ardhapur,RAJABAI H.S. PARDI SHENI,
Pandharpur,BHAIRAVNATH VIDYALAY ADHIV,
Pandharpur,"MATOSHRI.SAU SARUBAI MANE VIDHALAYA AND ARTS,SCINCE JR COLLEGE",
Pandharpur,S.B.B.PATIL VIDYLAYA ROPLE (B),
Pandharpur,SHRI RENUKA VIDHALYA & NEW MODERN JR.COLLEGE,
Pandharpur,"VAMANRAO MANE PRASHALA AND ARTS,SCIENCE JR COLLEGE",
Kurla,ADHARSH VIDYALAYA KANNAD SCHOOL,
Kurla,ASHISH NIGHT HIGH SCHOOL AND JR COLLEGE BHANDUP,
Kurla,BHANDUP NIGHT HIGH SCHOOL AND JR COLLEGE,
Kurla,BR. NATH  PAI VIDHYALAYA BHANDUP,
Kurla,BTMS BRIGHT HS&JR. COL. ENG.,
Kurla,GURU NANAK HGS BHANDUP (W),
Kurla,IDUBS HINDI HS & JR. COL. BHANDUP,
Kurla,KUMARI KASTURI VIDYALAYA AND JR COLLEGE BHANDUP,
Kurla,NATIONAL HGS. BHANDUP (W),
Kurla,NAVJIVAN VIDYAMANDIR BHANDUP,
Kurla,PARAG  VIDYALAYA BHANDUP (W) MUMBAI-78,
Kurla,SAHYADRI VIDYAMANDIR BHANDUP,
Kurla,"SMT RAMKALIDEVI SANMAN SINGH VIDYA MANDIR & JR COLLEGE OF COMMERCE BHANDUP (W), MUMBAI -78",
Kurla,YASHWANT CHANDJI SAWANT VIDYAMANDIR & JR. COLLEGE,
Kavathemahankal,BOYS  HIGHSCHOOL & Jr. College Kavathe Mahankal,
Kavathemahankal,"KANYA PRASHALA, KM",
Kavathemahankal,MAHANKALI VIDYANIKETAN SECONDARY KAVATHE MAHANKAL,
Kavathemahankal,"SHRI MAHANKALI HIGHSCHOOL AND JR COLLEGE OF ART,COM,SCI",
Latur,"SHIVAJI MADHYMIK UCHA MADHH.S.LABOUR COLONY,LATUR",
Goregaon,KIRSANS MISSION SCHOOL,
Goregaon,P.D. RAHANGDALE VIDYALAYA AND JR. COLLEGE GOREGAON,
Goregaon,"SARASWATI MADHYAMIK AND UCHHA MADHYAMIK VIDHYAMANDIR, GHOTI",
Goregaon,Z.P.HIGH SCHOOL GOREGAON,
Goregaon,ADILOK VIDYALAYA AND JUNIOR COLLEGE BODUNDA,
Goregaon,"G.E.S.GIRLS HIGH SCHOOL & JR. COLLEGE, KURHADI",
Goregaon,RAMKRISHNA VIDYALAY,
Tirora,SHAHID MISHRA VIDYALAYA,
Hatkanangle,D Y Patil College of Architecture,
Tirora,MANAVATA HIGH SCHOOL KESALWADA,
Tirora,"SUBHASH VID,K.MAHAVIDYALAY",
Korpana,ADITYA B PUBLIC SCH,
Korpana,JAWHARLAL N.VIDYALAYA,
Raver,Dr.N.N.Akole Madhyamik Vidy. Raver,
Raver,"SARDAR G.G.HIGH SCHOOL AND JR.COLLEGE,RAVER",
Raver,Sau. Kamalabai Sundarlal Agarwal Girls High School Raver,
Raver,YASHWANT VIDYALAY RAVER,
Haveli,BHARATI VIDHYAPITH ENG,
Haveli,DEVDHAR KRIDA PRABHODINI SECONDARY AND HIGHER SECONDARY SCHOOL,
Haveli,"Shri M.T.Balwadkar Vidyalaya & Junior college ,Balewadi,Pune-45",
Haveli,The Orchid School,
Patoda,KHADESHWAR VID KUSLAMB,
Sailu,"Shantabai Nakhate Secondary & Higher Secondary Ashramshala, Walur",
Sailu,WALMEKESHWAR SEC VIDYALAYA WALUR TQ.SELU DIST. PARBHANI,
Lakhani,LATE N.P.W. SAINIKI SCHOOL LAKHANI,
Sadak-Arjuni,ADIVASHI VIKAS HIGH SCHOOL & JR COLLEGE KHAJARI/DON,
Sadak-Arjuni,"ADIWASI SHIV VIDYALAYA,DAWWA",
Sadak-Arjuni,SACHIN HIGH SCHOOL PATEKKURA,
Arjuni Morgaon,ADIVASHI VIKAS HIGH SCHOOL ZASHINAGAR,
Palam,MAMATA SEC. & H SEC. VIDYALAY,
Sindkhede,HIGH SCHOOL,
Biloli,URDU HS BILOLI,
Biloli,VIDYA NIKETAN HS BILOLI,
Kinwat,GOVT SEC ASHRAM SCH SHAHASTRAKUND,
Sakri,LATE B.G. HIGH SCHOOL & JR.COLLEGE DHANER,
Sindkhede,GURUDATTA HIGH SCHOOL,
Kinwat,M.JYOTIBA PHULE VID.GHOTI,
Kalyan,BHARATIYA SAINIKI VIDYALAYA AND JR COLLEGE,
Kalyan,KAKADPADA VIBHAG,
Mokhada,"Govt. secondary & higher secondary Ashram school HIRVE, Tal-Mokhada ,Dist-Palghar",
Panvel,Mhatma Gandhi Public School,
Sakoli,G.E.S. HIGH SCHOOL VIRSHI,
Mahur,KAI.GOVINDARAO PATIL MADHYAMIK VIDHYALAYA WAZARA S.F.,
Mahur,VASANTRAO NAIK VID. WANOLA,
Talasari,"ADIVASI.P.M.HIGH SCHOOL,UDHAWA",
Talasari,"Gokhale Education Societys Thakkarbappa Vidyalaya ( Madhyamik Ashram School) and Jr. College, Talasari",
Talasari,"NATHU OZARE ASHRAM VIDYALAY,VADWALI",
Lakhani,ADIVASI SHIV VIDYALAYA RAJEGAON,
Lakhani,DNYANESHWAR VIDYALAYA SALEBHATA,
Salekasa,SHASHKIYA MADH.ASHRAM SHALA,
Tumsar,"RATIRAMJI TEMBHRE H.SCHOOL,Jr.College LOHARA",
Deori,GOV SEC ASHRAM SCHOOL,
Hatkanangle,D.K.T.E. ICHALKARANJI HIGH SCHOOL AND JR.COLLEGE(RAJWADA),
Hatkanangle,GANGAMAI GIRLS HIGHSCHOOL/JR.,
Hatkanangle,GOVINDRAO HIGH-SCHOOL/JR.COLLE,
Hatkanangle,TARABAI GIRLS HIGHSCHOOL & JR.,
Hatkanangle,VYANKATRAO HIGHSCHOOL AND JUNIOR COLLEGE,
Umarkhed,GADGEBABA VJNT ASHRAM SCHOOL,
Umarkhed,HANIF MASTER URDU HIGH SCHOOL & JUNIOR COLLEGE OF ARTS  DHANKI,
Umarkhed,KASTURAB GANDHI KANNYA VIDYALAY,
Umarkhed,Z. P. VIDYALAYA,
Achalpur,GANGABAI LULLA VIDHYALAYA GOURKHEDA,
Achalpur,"SHRI GURUDEO MADHYAMIK & HIG.SEC.ADIWASI  ASHARAM SCHOOL,MHASONA",
Achalpur,"S D SONUKALE VIDYALAYA, WADGAON FATTEPUR",
Goregaon,ADIWASI MADHYA. ASHRAM SCHOOL,
Goregaon,"G.E.S.HIGH SCHOOL Kawalewada Tha,Goregaon Dist,Gondia 441601",
Chikhaldara,ADIWASI MADHYAMIK VIDHYALAYA SALONA,
Chikhaldara,GURUDEO VIDHYA MANDIR & JR. COLLEGE  BIHALI,
Dharni,GOVT MADHYMIK ASHRAM SCHOOL KUTANGA,
Dharni,M PHULE HIGH SCHOOL BAIRAGAD,
Sangrampur,ADIWASI M VIDYALAY TUNKI,
Mokhada,ADIWASI SEC SCHOOL DOLHARE,
Chamorshi,DESHBANDHU CHITTARANJAN DAS HINDI H.S. YENAPUR,
Chamorshi,INDIRA GANDHI  VIDYALAYA,
Tumsar,L. SEWAKRAM PARDHI HIGH SCHOOL TEMANI,
Miraj,B.K.VIDYALAYA DUDHGAON,
Miraj,GIRLS HIGH SCH. Jr.  COLLEGE KAVATHEPIRAN,
Maregaon,"THAKARE HIGH SCHOOL, BOTH",
Maregaon,"TUKDOJI MAHARAJ HIGH SCH, BHADUMARI",
Umarkhed,"VASANTRAO NAIK KRISHI MADHYA. AND UCCHA MADHYA. VIDYALAYA,BITARGAON (BK)",
Nandgaon-Khandeshwar,ADRASH HIGH SCHOOL DHANORA GURAV,
Nagar,ADRASH MADHYMIK VIDYALAYA JEUR,
Nagar,SANTUKNATH ENGLIS H VIDYALAYA,
Nanded,"Faizul Uloom High School (Jr. College) Gokul Nagar, Nanded.",
Nanded,INDRA GANDHI HS HADCO,
Nanded,ISLAHUL AMAL GIRLS HIGH SCHOOL & JR. COLLEGE SAYYADAN NANDED,
Nanded,KUSUMTAI HIGHSCHOOL CIDCO NEW NANDED,
Nanded,MADINATUL ULOOM HIGH SCHOOL NANDED,
Nanded,"MAULANA AZAD URDU HIGH SCHOOL, MILL AREA, NANDED",
Nanded,MHATMA PHULE ASHRAM H.S.WAGHALA,
Nanded,NARSING VID. H.S.PARASNAGER,
Nanded,"RAJARSHI SHAHU VIDYALAYA AND JUNIOR COLLEGE, VASANTNAGER, NANDED",
Nanded,SARSWATI BHUWAN HS NAIKNAGER,
Nanded,SHIVAJI HS MANIK NAGER,
Nanded,"SHIVAJI SECONDARY AND HIGHER SECONDARY VIDYALAYA, CIDCO NANDED",
Nanded,SHRI DASHMESH JYOT ENG SC VASANT NAGAR,
Nanded,YOUSUFIYA H.S & JR.COLLEGE PIRPURHAN NAGAR,
Palghar,CHINMAYA VIDYALAYA TARAPUR,
Palghar,"EKLAVYA RESIDENTIAL SCHOOL, KAMBALGAON",
Palghar,FALAH-E-DARAIN URDU PRIMARY & SECONDARY & JUNIOR COLLEGE AWADH NAGAR BOISAR,
Palghar,MADRASA FALAHE-DARAIN AWADH NAGAR BOISAR,
Palghar,NATIONAL HIGHSCH ENG PRI BOISAR,
Palghar,SHANTI RATAN VIDYA MANDIR HIGH SCHOOL AND JUNIOR COLLEGE,
Palghar,TARAPUR VIDYAMANDIR AND JUNIOR COLLEGE,
Sangole,JUNONI VIDHYALAY JUNONI,
Sangole,SHRIRAM VIAHYALAY HATID,
Barshi,"ANGLO URDU HIGH SCHOOL, BARSHI",
Barshi,"SULAKHE SECONDARY AND HIGHER SECONDARY HIGHSCHOOL, BARSHI",
Korpana,ADV AMBUJA FOU HI. SCH.,
Bhokar,LATE MOHANRAO DESHMUKH MADHYAMIK V UCCHA MADHYAMIK VIDYALAYA BHOSI (KHARBI),
Haveli,ALL SAINTS CHURCH HIGH SCHOOL,
Haveli,DON BOSCO HIGH SCHOOL and JR COLLAGE,
Mawal,V.P.S. HIGH SCHOOL AND D.P. MEHTA JR COLLEGE LONAVALA,
Vasai,Experts International High School,
Vasai,MOUNT MARY ENG HIGH SCHOOL,
Vasai,N.G.V ENG HIGHSCHOOL,
Vasai,U. VIDYALAYA HIGHERSECONDARY,
Vasai,vidya vihar english high & jr college,
Mangaon,RAJABHAU MONE HIGHER SECONDARY SCHOOL GOREGAON,
Bhadravati,SHRI JAGANNATH BABA VIDHALAYA & HIGHER  SECONDARY SCHOOL WAIGAON (TU.),
Latur,"RENUKADEVI MADHYAMIK ASHRAM SHALA H.S. VASANTNAGAR, MAHAPUR TQ. LATUR",
Latur,SWAMI MUKUNDRAJ VIDYALA H.S.,
Bhatkuli,Late K.S.DAHAKE  VIDYALAYA and Higher Secndary,
Gondiya,G.E.S. HIGH SCHOOL DASGAON (BU),
Gondiya,LT. K.D. BHASKAR HIGH SCHOOL & JR COLLEGE DANGURLI,
Gondiya,SMT.ANUSAYABAI PASHINE HIGH SCHOOL DASGAON (BU),
Karvir,MAIN RAJARAM HIGHSHCOOL,
Karvir,"M.L.G. High School, Kolhapur.",
Karvir,PRIVATE HIGHSCHOOL,
Karvir,SHUHU DYANAND HIGH SCHOOL,
Darwha,ADV. SHANKARAO RATHOD MADHEMIK AND UCCHA MADHEMIK VIDHALAY LAKH KHIND,
Darwha,"INDIRABAI PATIL HIGHSCHOOL AND JR COLLEGE, SAYKHEDA",
Digras,"LATE. SURYAJIRAO MOGHE SECONDARY & HIGHER SEC. SCHOOL, SINGAD",
Digras,"POST BASIC ASHRAM SCHOOL,VASANTPUR",
Amalner,AL FAIZ URDU SCH.  AMALNER,
Amalner,GAYAKWAD HIGH SCH. AMALNER,
Amalner,JAY YOGESHWAR SEC SCH. AMALNER,
Amalner,N.T.MUNDALA SEC.&HIGH SEC AMALNER,
Amalner,SAVITRIBAI FULE KANYA VIDYALAY AND JR.COLLEGE AMALNER TAL.AMALNER DIST.JALGAON.,
Amalner,SHIVAJI HIGH SCH. AMALNER,
Pauni,ADYAL KANISHTA VIDHYALAYA  ADYAL,
Pauni,PRAKASH KANISHTA VIDHYALAYA ADYAL,
Pauni,VIVEKANAND KANISHTA VIDHYALAYA ADYAL,
Lanja,"NEW ENG. SCHOOL & T.P.SHETYE ARTS, COMMERCE,SCIENCE  JR. COLLEGE LANJA",
Ratnagiri,SWAMI SWARUPANAND VIDYAMANDIR,
Nagar,A E S ASHOK FIRODIYA ENG MED,
Nagar,A.E.S Bhausaheb Firodiya Highschool. Ahmednagar.,
Nagar,AHMEDNAGAR HIGH. (MARATHI ),
Nagar,AHMEDNAGAR URDU HIGH.,
Nagar,J.C.BHAI SATTHA NIGHT HIGH. A,
Nagar,MAHARSHI G J CHITAMBER VIDYA  MANDIR,
Nagar,PRAGAT MADHYAMIK AND UCCHA MADHYAMIK,
Nagar,RUPIBAI BORA NEW ENG SCHOOL,
Nagar,SHRI MARKANDEYA MADHYAMIK UCCHA MADHYAMIK VIDYALAYA,
Mumbai City,LILAVATI LALJI DAYAL HIGHSCHOOL,
Mumbai City,MARWARI COMMERCIAL HIGHSCHOOL,
Mumbai City,THE B.J.P.C. INSTITUTION - Jr College,
Motala,KARMAVIR BHIKAMSINGH PATIL MADHYAMIK V UCHHA MADHYAMIK VIDYALAYA,
Rahuri,A E S MAHESH VIDYALAYA VAMBORI,
Rahuri,"KANYA MADHYAMIK VA UCHCHA  MADHYAMIK VIDYALAYA,VAMBORI",
Bhiwandi,TAIBAI MADHYAMIC VIDYALAYA & KISHOR R. PATIL Jr. COLLEGE ANJUR DIVE,
Kurla,AFAC ENGLISH SCHOOL,
Kurla,"CHEMBUR ENGLISH H.S., CHEMBUR",
Kurla,CHEMBUR KARNATAK HIGH-SCHOOL,
Kurla,SHREE SANATAN DHARAM VIDYALAYA AND JR COLLEGE,
Kurla,SIND COSMOPOLITAN HIGH SCHOOL,
Kurla,"SMT.T.M  HINDUJA NATIONAL SARVODAYA HIGH SCHOOL AND JR.COLLEGE, CHEMBUR",
Akkalkot,Smt.Dhondubai Swami Secondary and Higher Secondary School Chungi,
Panvel,Agari Shikshan Sansthas Secondary School,
Panvel,C.K.THAKUR VIDYA. MADHA. MARA.,
Panvel,"K.E.S.K.V.KANYA MADH,PANVEL.",
Panvel,K E S V K HIGHSCHOOL AND JUNIOR COLLEGE PANVEL MARATHI,
Panvel,MAHATMA ACD & SPO.MARATHI SCHOOL KHANDA COLONY,
Panvel,NEW HORIZON PUB SCH N.PANVEL,
Panvel,S.E.S. BANTHIYA MADY. PANVEL,
Panvel,S.E.S MADHYAMIK BARNS SCH. ENG,
Panvel,SHANTINIKETAN PUB SCHOOL SECONDARY NEW PANVEL,
Panvel,YAKUB BAIG HIGH SCHOOL & JR COLLEGE PANVEL,
Mumbai Suburban,RAMLINGAM EDU FOUND ENG,
Akole,AGASTI  H. S. SHAMSHERPUR,
Dapoli,DNYANDEEP VIDYAMANDIR DAPOLI CITY,
Dapoli,NATIONAL HIGH SCHOOL & Juniour College Dapoli,
Raver,"A.G.HIGH SCH., SAVDA",
Nagar,KENDRIYA V.V.R.R.D.E.ARANGAON,
Nagar,"KENDRIY V NO,1 KILLA MAIDAN",
Nagar,VARQA SCHOOL AND JR COLLEGE ARANGAON,
Pune City,GURU NANAK HIGH SCHOOL,
Pune City,RAFI AHAMAD KIDWAI URDU HIGHSC,
Pune City,SAVITRIBAI PHULE PRASHALA,
Aurangabad,BRILLIIANT INTERNAIONAL ENGLISH SCHOOL,
Aurangabad,P D JAWALKAR PUBLIC SCHOOL SATARA PARISAR,
Aurangabad,PS VJBJ ASRAM SCHOOL,
Aurangabad,RAJRSHRI SHAHU MS SATARA,
Aurangabad,RENUKA HIGHSCHOOL SATARA,
Aurangabad,RIVERDALE HIGH SCHOOL,
Aurangabad,"RJ International, Jr College",
Wardha,LATE JIJAMATA SABANE  MADHY  VIDYALAY,
Kurla,"LITTLE FLOWER ENGLISH HIGH SCHOOL & JR COLLEGE, GHATKOPAR",
Kurla,RATNABHOOMI VIDYALAYA & JR. COLLEGE,
Kurla,SANDESH NIGHT VIDYALAYA & JR. COLLEGE,
Kurla,SANDESH VIDYALAYA AND JR COLLEGE OF ARTS AND COMMERCE,
Kurla,SARSWATI VIDYA NIKETAN PARKSITE,
Kurla,"SUNGRACE ENGLISH HIGH SCHOOL & JR COLLEGE, GHATKOPAR (W)",
Kurla,SWAMI SHAMANAND HIGH SCHOOL & JR. COLLEGE,
Kurla,SWAMI SHAMANAND NIGHT HIGH SCHOOL & JR COLLEGE  GHATKOPAR,
Kurla,VIDYADEEP VIDYALAYA & JR. COLLEGE,
Haveli,NETAJI BOSE VIDHYALAYA,
Nawapur,AGRICULTURAL HIGH SCHOOL KHANDBARA,
Nandura,AGRI VIDYALAYA SHEMBA BK,
Shrivardhan,ANJUMAN E ISLAM JANJIRA HIGH SCHOOL AND JR.COLLEGE SHRIWARDHAN,
Shrivardhan,"RAVINDRA N RAUT MADHY. VDY. AND KANISHTHA MAHA VIDYALAY SHRIVARDHAN TAL.SHRIVARDHAN,DIST RAIGAD",
Latur,DR. MD IQBAL URDU GIRLS HIGH SCHOOL LATUR,
Latur,"HAZRAT SURAT SHAH URDU HIGH SCHOOL, LATUR",
Ambejogai,DR MOHD. IQBAL HS AMBA,
Ambejogai,MUKUNDRAJ HS AMBAJOGAI,
Georai,JAIBHAWANI SEC & Hr. SEC VID GADHI,
Ashti,MAHESH SECONDARY AND HIGHERSECONDARY SCHOOL RUI NALKOL,
Pandharpur,AHILAYA PRASHALA KESAKARWADI,
Pandharpur,NEW ENGLISH MEDIUM SCHOOL,
Pandharpur,SHRIMANTRAO KALE VIDYALAY & JUNIOR COLLAGE JAINWADI Tal Pandharpur Dist Solapur,
Hingna,AHIL.HODKAR ANU.ADI.SEC&H.SEC SCH,
Hingna,"G.H. RAISONI VIDYANIKETAN, SUKALI",
Hingna,LT.DEVKIBAI BANG ENG. MEDIUM SCH. & JR. COLL,
Hingna,"NEHARU VDY, RAIPUR",
Hingna,"PRI. INDIRA GANDHI VDY.& JUNIOR COLLEGE , HINGNA",
Hingna,"SARVODAYA VIDYALAYA, RAIPUR HINGANA",
Mukhed,GURUDEV VIDYA MANDIR SECONDARY AND HIGHER SECONDARY MUKHED,
Mukhed,MO. ZAKIR HUSEN URDU SECONDRY AND H.S. MUKHED,
Mukhed,NARSINGH VIDYA MANDIR HIGH SCHOOL UMARDARI,
Mukhed,SAVITRIBAI PHULE GIRLS SEC VID MUKHED,
Mukhed,SH ANNABHAU SATHE HIGH. SEC. VIDH. MUKHED,
Chopda,NUTAN DNYAN MANDIR HIGH.SCE.  ADAWAD,
Parli,ARJUNESHWAR VIDYALAYA SIRSALA,
Parli,KAILAS HS TAPOWAN,
Parli,NEW HS SIRSALA,
Ashti,"AZAD URDU HS & JR.COLLEGE, ASHTI",
Ashti,PANDIT JAWAHARLAL NEHRU VID.ASHTI,
Sangole,"VIDHYANIKETAN HIGH SCHOOL GOUDWADI, TAL-SANGOLA , DIST-SOLAPUR",
Sangole,"VIDYAMANDIR HIGH SCHOOL AND JUNIOR COLLEGE, KOLA",
Pune City,HSCP HIGHSCHOOL,
Pune City,N. M. V. HIGHSCHOOL,
Pune City,SNDT HIGHSCH,
Gangakhed,SHRI CHATRAPATI SHIVAJI SEC.& HIGH SEC. VIDYALAYA MAKHANI,
Digras,"ANJUMAN URDU VIDYALAYA, DIGRAS",
Digras,DAMODAR PATIL PRI. ENG. SCHOOL  DIGRAS,
Digras,"DINBAI VIDYALAYA & JN COLLEGE, DIGRAS",
Digras,"MOHANABAI VIDYALAYA & JN COLLEGE, DIGRAS",
Digras,"N.P. URDU HIGH SCH, DIGRAS",
Digras,"R.F.M. RASHTRIYA VIDYALAYA, DIGRAS",
Digras,"URDU HIGH SCH CHAND NAGAR, DIGRAS",
Basmath,AHILYADEVI HOLKAR Sec and High Sec School SHIRLI,
Basmath,ROKADESHWAR SEC AND HIGH SEV VIDYALAYA PANGARA SHINDE,
Gangakhed,Shree Renukadevi Secondary and Higher Secondary School,
Chandurbazar,AHILYADEVI HOLKAR VIDYALAYA ASEGAON,
Chandurbazar,NARAYAN VIDAYALAYA TAKARKHEDA PURNA,
Chandurbazar,"VANKATRAO KADU VIDYALAYA ASEGAON PURNA and ADV. ANNASAHEB WATANE JR. COLLEGE,MCVC ASEGAON PURNA",
Tuljapur,"SANJIVANI VIDYALAYA,KAKRAMBA",
Ahmadpur,AHILYADEVI MADHYAMIK V UCCH MADHYAMIK VIDYALAYA SANGAVI (SU.),
Dhule,"AHILYADEVI MADHYMIK VA UCHCH MADHYAMIK VIDYALAYA, AWADHAN",
Dhule,J.S.P.S HIGH SCHOOL & JR.COLLEGE GARTAD,
Dhule,"MADHYAMIK VIDYALAYA, VADJAI",
Latur,SANT NAMADEV MADHYMIK UCHA MADHYMIK ARVI ROAD,
Nandurbar,K.D. GAVIT HIGH SCHOOL,
Nandurbar,M. GANDHI HIGH SCHOOL,
Purandhar,AHILYADEVI V M & A C HUNDEKARI,
Purandhar,GURUKUL ENG MED SCHOOL KUMBHARKARWADI,
Purandhar,GURUKUL SECONDARY & HR SECONDARY SCHOOL,
Purandhar,JIJAMATA HIGH SCHOOL & JR COLL,
Mehkar,"VIVEKANAND VIDYAMANDIR & JUNIOR COLLEGE, VIVEKANAND NAGAR, HIWARA BK, TQ. MEHKAR",
Mehkar,"CENTRAL PUBLIC SCHOOL [CBSE], MEHKAR, DIST. BULDANA",
Mehkar,MADHYAMIC SEC & H SEC SCH,
Mehkar,"mahesh vidya mandir and jr.college, mehkar",
Mehkar,M.E.S. SEC & H SEC SCH,
Mehkar,PIR MOHAMMAD H PRI & SEC SCH,
Mehkar,SHRI SHIVAJI SEC & H SEC SCH,
Khandala,AHIRESHWER VID. AHIRE,
Nagar,DON B0SCO VIDYALAY SAVEDI,
Nagar,KAKASAHEB MHASKE M.& U .M .V MIDC,
Nagar,RAMRAO CHAVAN M SCHOOL MIDC,
Nagar,SUN PHARMA SEC.AND HIGHER SEC.SCHOOL NAGAPUR,
Kurla,ANJUMAN I ISLAMS SAIF TYABJI GIRLS HIGH SCHOOL AND JR COLLEGE,
Kurla,BENGALI EDUCATION STY H.S.,
Kurla,CENTRAL RAILWAY EMP. High School & Jr. college,
Kurla,CHRIST CHURCH SCHOOL,
Kurla,GURU NANAK HIGHER SEC SCHOOL,
Kurla,MAHATMA PHULE TECH,
Kurla,SOCIAL SERVICE LEAGUE H. S.,
Kurla,S S LEAGUE NIGHT HIGH SCHOOL,
Kurla,ST. AGNES HIGH SCHOOL,
Kurla,THE MILIND NIGHT HIGH SCHOOLnd night high school and junior college,
Kurla,TULSI HINDI MAHAVIDYALAY,
Thane,RIDWAN HARRIS IDEAL HIGH SCHOOL & JR. COLLEGE,
Thane,SARASWATI VIDYALAYA HIGH SCHOOL & JR COLLEGE OF SCIENCE,
Thane,SHETH N.K.T. ENGLISH HIGHER SEC SCHOOL,
Thane,SHETH T. J. (GUJ) HIGHSCHOOL,
Ahmadpur,KARMAWEER BHARAO PATIL MADHYMK MANDANI,
Nagpur (Urban),VIMALTAI TIDKE CONVENT,
Bhatkuli,A H URDU HIGH SCHOOL,
